Fiscal Year,Agency Name,Title Description,Base Salary,Pay Basis,Regular Hours,Regular Gross Paid,Total Other Pay
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$81000.00, per Annum,1831,$80671.38,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$38332.00, per Annum,1830,$37916.14,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$46750.00, per Annum,865,$19670.75,$516.27
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$89000.00, per Annum,1830,$88245.49,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$46805.00, per Annum,1830,$45229.53,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1750.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$40121.00, per Annum,1830,$39685.82,$983.10
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$100500.00, per Annum,1829,$99497.80,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$146750.00, per Annum,1830,$145594.21,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$72396.00, per Annum,1830,$68458.30,$2024.10
2016,DISTRICT ATTORNEY-MANHATTAN   ,PRINCIPAL ACCOUNTANT INVESTIGATOR                           ,$114010.00, per Annum,1831,$113217.25,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$41295.00, per Annum,509,$13185.92,$146.84
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$195000.00, per Annum,1830,$201959.33,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$41000.00, per Annum,335,$9193.61,$0.00
2016,POLICE DEPARTMENT,SCHOOL SAFETY AGENT,$39882.00,per Annum,2091.42,$46071.15,$1608.45
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$43299.00, per Annum,1830,$42618.65,$100.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$43299.00, per Annum,1830,$42188.74,$66.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$145500.00, per Annum,1831,$144394.88,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ADMINISTRATIVE ACCOUNTANT                                   ,$123865.00, per Annum,1831,$122927.64,$3000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$95765.00, per Annum,1830,$94736.57,$194.08
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$71500.00, per Annum,1830,$71445.45,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$39841.00, per Annum,1830,$38123.10,$1291.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$36986.00, per Annum,949.17,$20706.11,$769.23
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$41296.00, per Annum,200,$2369.44,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$74500.00, per Annum,1831,$74472.19,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$154500.00, per Annum,1831,$153307.02,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$78000.00, per Annum,1830,$78535.37,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$140000.00, per Annum,1830,$138787.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$40121.00, per Annum,1830,$39685.82,$942.79
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$122000.00, per Annum,1831,$120980.52,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1750.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1784,$36157.01,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,95,$1750.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$140000.00, per Annum,1830,$138787.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$39728.00, per Annum,1830,$39301.38,$2697.18
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$69695.00, per Annum,1830,$68232.12,$1243.28
2016,DISTRICT ATTORNEY-MANHATTAN   ,REPORTER/ STENOGRAPHER                                      ,$81501.00, per Annum,1830,$83660.72,$5459.91
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$106000.00, per Annum,1830,$105247.84,$0.00
2016,POLICE DEPARTMENT,POLICE OFFICER,$78026.00,per Annum,0,$3110.54,$600.54
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$45572.00, per Annum,1795,$44206.71,$785.48
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$38276.00, per Annum,1760,$37425.31,$121.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$44080.00, per Annum,1038.92,$22033.40,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$115000.00, per Annum,1830,$114106.83,$250.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$80500.00, per Annum,1490,$68966.34,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$39102.00, per Annum,1025.12,$23513.33,$315.38
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMPUTER SYSTEMS MANAGER                                    ,$156000.00, per Annum,1831,$154890.90,$240.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$174000.00, per Annum,1830,$172698.77,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$55857.00, per Annum,1830,$52785.56,$340.06
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$78000.00, per Annum,1831,$77993.51,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1750.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$63000.00, per Annum,1488,$48335.09,$906.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$160000.00, per Annum,1831,$158685.54,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$78000.00, per Annum,1830,$77670.90,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$81855.00, per Annum,1830,$80971.79,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$51926.00, per Annum,1830,$51364.09,$812.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37917.00, per Annum,775.7,$17633.27,$8.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$45000.00, per Annum,124,$5039.97,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$141000.00, per Annum,1831,$139786.88,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,REPORTER/ STENOGRAPHER                                      ,$77167.00, per Annum,0,$65.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$175000.00, per Annum,1830,$182066.01,$500.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$44594.00, per Annum,0,$215.01,$0.00
2016,POLICE DEPARTMENT,LIEUTENANT,$118902.00,per Annum,2091.42,$108209.99,$21590.53
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$71500.00, per Annum,1830,$71385.45,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$52000.00, per Annum,130,$994.54,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$45403.00, per Annum,1586,$62264.52,$85.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$170750.00, per Annum,1831,$169470.15,$250.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$114000.00, per Annum,1830,$113019.05,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$60597.00, per Annum,1830,$59831.26,$8.25
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$62500.00, per Annum,1488,$48775.09,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,CITY LABORER                                                ,$261.92, per Day,1577.38,$51269.67,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$136000.00, per Annum,1831,$134997.84,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$43299.00, per Annum,1000,$26130.68,$351.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$179500.00, per Annum,1525,$211132.88,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$173750.00, per Annum,1830,$180822.53,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$41296.00, per Annum,1039.8,$20442.66,$750.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT MEDIA SERVICES TECHNICAN                          ,$51365.00, per Annum,1830,$50164.85,$1652.56
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$103362.00, per Annum,1830,$102247.71,$978.11
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65500.00, per Annum,1488,$50978.62,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$78500.00, per Annum,1831,$78311.25,$1425.82
2016,DISTRICT ATTORNEY-MANHATTAN   ,PRINCIPAL ACCOUNTANT INVESTIGATOR                           ,$92378.00, per Annum,1831,$91700.58,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,PRINCIPAL ACCOUNTANT INVESTIGATOR                           ,$129346.00, per Annum,1831,$128379.25,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$45988.00, per Annum,1830,$45489.82,$2795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$43299.00, per Annum,1830,$41263.43,$4185.23
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$91311.00, per Annum,1830,$87125.41,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$1000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1830,$36435.32,$1017.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$83000.00, per Annum,697,$29525.99,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,675.42,$15903.47,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ADMINISTRATIVE CHIEF                                        ,$180000.00, per Annum,1830,$187039.40,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$78000.00, per Annum,1831,$77873.51,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,REPORTER/ STENOGRAPHER                                      ,$81488.00, per Annum,1830,$84826.22,$4311.79
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$77655.00, per Annum,1385,$62051.80,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$119000.00, per Annum,1830,$118085.36,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$102500.00, per Annum,1831,$101736.72,$2000.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$127500.00, per Annum,1831,$126803.15,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1210,$26526.62,$57.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,SENIOR SECRETARY                                            ,$78276.00, per Annum,1830,$77431.00,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$166250.00, per Annum,1830,$164896.94,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST               ,$101000.00, per Annum,1413,$79428.81,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$79000.00, per Annum,1831,$79414.17,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1699.83,$32824.57,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$43299.00, per Annum,1390,$30640.62,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,SENIOR SECRETARY                                            ,$49539.00, per Annum,1830,$49002.58,$1795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37541.00, per Annum,1775,$34331.14,$16.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,CLERICAL ASSOCIATE                          ,$54165.00, per Annum,1830,$52999.95,$6231.05
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$37425.00, per Annum,1830,$37018.93,$4341.75
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$39571.00, per Annum,1830,$39146.01,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,CITY CUSTODIAL ASSISTANT                                    ,$38338.00, per Annum,2091.42,$37926.33,$3165.15
2016,DISTRICT ATTORNEY-MANHATTAN   ,ADMINISTRATIVE ACCOUNTANT                                   ,$123434.00, per Annum,1831,$122498.86,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$70678.00, per Annum,1830,$69914.81,$795.70
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$160250.00, per Annum,1830,$159115.23,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65000.00, per Annum,1488,$49478.13,$750.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$33328.00, per Annum,1830,$32681.12,$1211.51
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$62500.00, per Annum,1488,$48155.09,$1812.50
2016,DISTRICT ATTORNEY-MANHATTAN   ,CITY CUSTODIAL ASSISTANT                                    ,$37390.00, per Annum,998.85,$19762.44,$1831.55
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSISTANT                                         ,$39797.00, per Annum,1830,$39369.60,$13.07
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$48252.00, per Annum,1237.57,$33782.82,$12.54
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3500.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COLLEGE AIDE                                                ,$1.00, per Hour,0,$3000.00,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$65500.00, per Annum,1488,$49858.62,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY COORDINATOR                                       ,$72000.00, per Annum,1830,$62884.02,$1282.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,ASSISTANT DISTRICT ATTORNEY                                 ,$80500.00, per Annum,1830,$79804.21,$0.00
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$41402.00, per Annum,1053.57,$24514.35,$209.59
2016,DISTRICT ATTORNEY-MANHATTAN   ,COMMUNITY ASSOCIATE                                         ,$37362.00, per Annum,0,$9456.24,$36.82
